id;codproc;nome;sexo;idade_min;idade_max;vlr_sa;vlr_sh;vlr_sp;qtde_maxima;ptos_ato;dias_permanencia;complexidade;co_financiamento;co_rubrica;classeprimariaid;classesecundariaid
3360;0209010029;COLONOSCOPIA (COLOSCOPIA)                                                                                                                                                                                                                                 ;I;0;130;112,66;112,66;0;1;0;9999;2;06;      ;30;2
3361;0209020016;CISTOSCOPIA E/OU URETEROSCOPIA E/OU URETROSCOPIA                                                                                                                                                                                                          ;I;0;130;18;18;0;1;0;9999;2;06;      ;30;2
3362;0209030011;HISTEROSCOPIA CIRÚRGICA                                                                                                                                                                                                                                   ;F;10;130;76,5;76,5;0;1;0;9999;2;06;      ;30;2
3363;0210010193;LINFANGIOADENOGRAFIA                                                                                                                                                                                                                                      ;I;0;130;199,4;199,4;0;1;0;9999;3;06;      ;30;2
3364;0211020060;TESTE DE ESFORCO / TESTE ERGOMETRICO                                                                                                                                                                                                                      ;I;0;130;30;0;0;9999;0;9999;2;06;      ;30;2
3365;0211030074;AVALIAÇÃO FUNCIONAL MUSCULAR                                                                                                                                                                                                                              ;I;0;130;1,26;1,26;0;1;0;9999;2;06;      ;30;2
3366;0211040029;COLPOSCOPIA                                                                                                                                                                                                                                               ;F;10;130;3,38;0;0;9999;0;9999;2;06;      ;30;2
3367;0211050024;ELETROENCEFALOGRAFIA EM VIGILIA C/ OU S/ FOTO-ESTIMULO                                                                                                                                                                                                    ;I;0;130;11,34;0;0;9999;0;9999;2;06;      ;30;2
3368;0211050083;ELETRONEUROMIOGRAMA (ENMG)                                                                                                                                                                                                                                ;I;0;130;27;0;0;4;0;9999;2;06;      ;30;2
3369;0211050105;POLISSONOGRAFIA                                                                                                                                                                                                                                           ;I;0;130;125;125;45;1;120;1;3;06;      ;38;
3370;0211060097;ESTESIOMETRIA                                                                                                                                                                                                                                             ;I;0;130;3,37;0;0;9999;0;9999;2;06;      ;30;2
3371;0211060135;MEDIDA DE OFUSCAMENTO E CONTRASTE                                                                                                                                                                                                                         ;I;0;130;3,37;0;0;9999;0;9999;2;06;      ;30;2
3372;0211070122;ELETROCOCLEOGRAFIA                                                                                                                                                                                                                                        ;I;0;130;4,25;0;0;9999;0;9999;2;06;      ;30;2
3373;0211070203;IMITANCIOMETRIA                                                                                                                                                                                                                                           ;I;0;130;23;0;0;9999;0;9999;2;06;      ;30;2
3374;0211070297;REAVALIACAO DIAGNOSTICA DE DEFICIENCIA AUDITIVA EM PACIENTE MAIOR DE 3 ANOS                                                                                                                                                                               ;I;3;130;22,55;0;0;1;0;9999;2;06;      ;30;2
3375;0204010144;RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ)                                                                                                                                                                                                  ;I;0;130;7,32;0;0;9999;0;9999;2;06;      ;30;2
3376;0204030021;DUCTOGRAFIA (POR MAMA)                                                                                                                                                                                                                                    ;I;16;130;57,16;0;0;9999;0;9999;2;06;      ;30;2
3377;0204040019;RADIOGRAFIA DE ANTEBRACO                                                                                                                                                                                                                                  ;I;0;130;6,42;0;0;9999;0;9999;2;06;      ;30;2
3378;0204040027;RADIOGRAFIA DE ARTICULACAO ACROMIO-CLAVICULAR                                                                                                                                                                                                             ;I;0;130;7,4;0;0;9999;0;9999;2;06;      ;30;2
3379;0205020020;PAQUIMETRIA ULTRASSÔNICA                                                                                                                                                                                                                                  ;I;0;130;14,81;0;0;2;0;9999;2;06;      ;30;2
3380;0208030018;CINTILOGRAFIA DE PARATIREOIDES                                                                                                                                                                                                                            ;I;0;130;324,54;324,54;0;1;0;9999;3;06;      ;30;2
3381;0208030050;TESTE DO PERCLORATO C/ RADIOISOTOPO                                                                                                                                                                                                                       ;I;0;130;107,4;107,4;0;1;0;9999;3;06;      ;30;2
3382;0208070044;CINTILOGRAFIA DE PULMAO POR PERFUSAO (MINIMO 4 PROJECOES)                                                                                                                                                                                                 ;I;0;130;130,5;130,5;0;1;0;9999;3;06;      ;30;2
3383;0211030023;AVALIACAO CINÉTICA, CINEMÁTICA E DE PARÂMETROS LINEARES                                                                                                                                                                                                   ;I;4;130;1,26;1,26;0;1;0;9999;2;06;      ;30;2
3384;0211030066;AVALIAÇÃO DE MOVIMENTO (POR IMAGEM)                                                                                                                                                                                                                       ;I;4;130;1,26;1,26;0;1;0;9999;2;06;      ;30;2
3385;0211040053;PERSUFLACAO TUBARIA (DIAGNOSTICA)                                                                                                                                                                                                                         ;F;9;60;1,69;0;0;9999;0;9999;2;06;      ;30;2
3386;0211050032;ELETROENCEFALOGRAMA EM SONO INDUZIDO C/ OU S/ MEDICAMENTO (EEG)                                                                                                                                                                                           ;I;0;130;25;0;0;9999;0;9999;2;06;      ;30;2
3387;0211050075;ELETROMIOGRAMA C/ ESTUDO DE FIBRA UNICA                                                                                                                                                                                                                   ;I;0;130;27;0;0;9999;0;9999;2;06;      ;30;2
3388;0211060216;TESTE DE SCHIRMER                                                                                                                                                                                                                                         ;I;0;130;3,37;0;0;9999;0;9999;2;06;      ;30;2
3389;0211070106;AVALIACAO P/ DIAGNOSTICO DIFERENCIAL DE DEFICIENCIA AUDITIVA                                                                                                                                                                                              ;I;0;130;46,56;0;0;1;0;9999;3;06;      ;30;2
3390;0211070165;ESTUDO TOPODIAGNOSTICO DA PARALISIA FACIAL                                                                                                                                                                                                                ;I;0;130;8,1;0;0;9999;0;9999;2;06;      ;30;2
3391;0211070351;TESTES VESTIBULARES / OTONEUROLOGICOS                                                                                                                                                                                                                     ;I;0;130;12,12;0;0;9999;0;9999;2;06;      ;30;2
3392;0303010207;TRATAMENTO DE POLIOMIELITE PARALÍTICA AGUDA                                                                                                                                                                                                               ;I;0;130;0;136,52;34,71;1;100;7;2;06;      ;31;1
3393;0303020059;TRATAMENTO DE ANEMIAS NUTRICIONAIS                                                                                                                                                                                                                        ;I;0;130;0;200,91;32,94;1;80;4;2;06;      ;31;1
3394;0303020067;TRATAMENTO DE DEFEITOS DA COAGULACAO PURPURA E OUTRAS AFECCOES HEMORRAGICAS                                                                                                                                                                               ;I;0;130;0;169,55;36,14;1;80;5;2;06;      ;31;1
3395;0303020075;TRATAMENTO DE HEMOFILIAS                                                                                                                                                                                                                                  ;I;0;130;0;901,65;27,4;1;80;4;2;06;      ;31;1
3396;0303030038;TRATAMENTO DE DIABETES MELLITUS                                                                                                                                                                                                                           ;I;0;130;0;310,79;50,01;1;120;4;2;06;      ;31;1
3397;0303040050;TRATAMENTO CLINICO DE COREIA AGUDA                                                                                                                                                                                                                        ;I;5;130;0;111,83;35,68;1;100;5;2;06;      ;31;1
3398;0204010136;RADIOGRAFIA DE REGIAO ORBITARIA (LOCALIZACAO DE CORPO ESTRANHO)                                                                                                                                                                                           ;I;0;130;7,98;0;0;9999;0;9999;2;06;      ;30;2
3399;0205010059;ULTRASSONOGRAFIA DOPPLER DE FLUXO OBSTETRICO                                                                                                                                                                                                              ;F;8;60;42,9;42,9;0;1;0;9999;2;06;      ;30;2
3400;0207020027;RESSONANCIA MAGNETICA DE MEMBRO SUPERIOR (UNILATERAL)                                                                                                                                                                                                     ;I;0;130;268,75;268,75;0;2;0;9999;3;06;      ;30;2
3401;0207030022;RESSONANCIA MAGNETICA DE BACIA / PELVE / ABDOMEN INFERIOR                                                                                                                                                                                                 ;I;0;130;268,75;268,75;0;1;0;9999;3;06;      ;30;2
3402;0208020020;CINTILOGRAFIA DE FIGADO E VIAS BILIARES                                                                                                                                                                                                                   ;I;0;130;187,93;187,93;0;1;0;9999;3;06;      ;30;2
3403;0208020047;CINTILOGRAFIA DE PANCREAS                                                                                                                                                                                                                                 ;I;0;130;0;0;0;9999;0;9999;3;06;      ;30;2
3404;0208020055;CINTILOGRAFIA P/ ESTUDO DE TRANSITO ESOFAGICO (LIQUIDO)                                                                                                                                                                                                   ;I;0;130;135,38;135,38;0;1;0;9999;3;06;      ;30;2
3405;0208020110;CINTILOGRAFIA P/ PESQUISA DE REFLUXO GASTRO-ESOFAGICO                                                                                                                                                                                                     ;I;0;130;135,38;135,38;0;1;0;9999;3;06;      ;30;2
3406;0208040056;CINTILOGRAFIA RENAL/RENOGRAMA (QUALITATIVA E/OU QUANTITATIVA)                                                                                                                                                                                             ;I;0;130;133,03;133,03;0;1;0;9999;3;06;      ;30;2
3407;0208040102;ESTUDO RENAL DINAMICO C/ OU S/ DIURETICO                                                                                                                                                                                                                  ;I;0;130;165,24;165,24;0;1;0;9999;3;06;      ;30;2
3408;0208050027;CINTILOGRAFIA DE ESQUELETO (CORPO INTEIRO)                                                                                                                                                                                                                ;I;0;130;0;0;0;1;0;9999;3;06;      ;30;2
3409;0208080023;DEMONSTRACAO DE SEQUESTRO DE HEMACIAS PELO BACO (C/ RADIOISOTOPOS)                                                                                                                                                                                        ;I;0;130;97,37;97,37;0;1;0;9999;3;06;      ;30;2
3410;0208080031;DETERMINACAO DE SOBREVIDA DE HEMACIAS (C/ RADIOSOTOPOS)                                                                                                                                                                                                   ;I;0;130;54,36;54,36;0;1;0;9999;3;06;      ;30;2
3411;0209040017;BRONCOSCOPIA (BRONCOFIBROSCOPIA)                                                                                                                                                                                                                          ;I;0;130;36,02;36,02;0;1;0;9999;2;06;      ;30;2
3412;0209040041;VIDEOLARINGOSCOPIA                                                                                                                                                                                                                                        ;I;0;130;45,5;45,5;0;9999;0;9999;2;06;      ;30;2
3413;0211010030;OSCILOMETRIA DE IMPULSO                                                                                                                                                                                                                                   ;I;0;130;1,31;0;0;9999;0;9999;2;06;      ;30;2
3414;0211020010;CATETERISMO CARDIACO                                                                                                                                                                                                                                      ;I;12;130;614,72;492,52;122,2;1;0;9999;3;06;      ;32;4
3415;0211050156;VIDEO-ELETROENCEFALOGRAMA C/ REGISTRO PROLONGADO                                                                                                                                                                                                          ;I;0;130;27;0;0;9999;0;9999;2;06;      ;30;2
3416;0303040173;TRATAMENTO DE DISTROFIAS MUSCULARES                                                                                                                                                                                                                       ;I;0;130;0;135,03;39,81;1;100;6;2;06;      ;31;1
3417;0303040211;TRATAMENTO DE ENCEFALOPATIA HIPERTENSIVA                                                                                                                                                                                                                  ;I;3;130;0;95,71;34,13;1;120;4;2;06;      ;31;1
3418;0702030660;PARAFUSO CORTICAL 1,5 MM                                                                                                                                                                                                                                  ;I;9999;9999;0;18,06;0;6;0;9999;0;06;      ;30;14
3419;0702030775;PARAFUSO ASSOCIAVEL A PLACA TORACO-LOMBO-SACRA TIPO PEDICULAR POLI-AXIAL                                                                                                                                                                                  ;I;9999;9999;0;0;0;6;0;9999;0;06;      ;30;14
3420;0702030791;PINO DE KNOWLES                                                                                                                                                                                                                                           ;I;9999;9999;0;48,58;0;8;0;9999;0;06;      ;30;14
3421;0204030102;RADIOGRAFIA DE MEDIASTINO (PA E PERFIL)                                                                                                                                                                                                                   ;I;0;130;8,73;0;0;9999;0;9999;2;06;      ;30;2
3422;0204050014;CLISTER OPACO C/ DUPLO CONTRASTE                                                                                                                                                                                                                          ;I;0;130;47,76;0;0;9999;0;9999;2;06;      ;30;2
3423;0204050022;COLANGIOGRAFIA PER-OPERATORIA                                                                                                                                                                                                                             ;I;0;130;32,61;0;0;9999;0;9999;2;06;      ;30;2
3424;0204050065;HISTEROSSALPINGOGRAFIA                                                                                                                                                                                                                                    ;I;0;130;45,34;0;0;9999;0;9999;2;06;      ;30;2
3425;0204050073;PIELOGRAFIA ANTEROGRADA PERCUTANEA                                                                                                                                                                                                                        ;I;0;130;73,15;0;0;9999;0;9999;3;06;      ;30;2
3426;0204050081;PIELOGRAFIA ASCENDENTE                                                                                                                                                                                                                                    ;I;0;130;52,11;0;0;9999;0;9999;2;06;      ;30;2
3427;0204060044;PLANIGRAFIA DE OSSO - SUBSIDIARIA A OUTROS EXAMES (POR PLANO)                                                                                                                                                                                             ;I;0;130;18,68;0;0;9999;0;9999;2;06;      ;30;2
3428;0205020194;MARCACAO DE LESAO PRE-CIRURGICA DE LESAO NAO PALPAVEL DE MAMA ASSOCIADA A ULTRASSONOGRAFIA                                                                                                                                                                ;F;19;130;25,43;25,43;0;1;0;9999;2;06;      ;30;2
3429;0206020023;TOMOGRAFIA COMPUTADORIZADA DE SEGMENTOS APENDICULARES - (BRACO, ANTEBRAÇO, MÃO, COXA, PERNA, PÉ)                                                                                                                                                          ;I;0;130;86,75;86,75;0;1;0;9999;3;06;      ;30;2
3430;0206020031;TOMOGRAFIA COMPUTADORIZADA DE TORAX                                                                                                                                                                                                                       ;I;0;130;136,41;136,41;0;1;0;9999;3;06;      ;30;2
3431;0207020019;RESSONANCIA MAGNETICA DE CORACAO / AORTA C/ CINE                                                                                                                                                                                                          ;I;0;130;361,25;361,25;0;1;0;9999;3;06;      ;30;2
3432;0208020098;CINTILOGRAFIA P/ PESQUISA DE HEMORRAGIA DIGESTIVA ATIVA                                                                                                                                                                                                   ;I;0;130;157,23;157,23;0;1;0;9999;3;06;      ;30;2
3433;0210010010;ANGIOGRAFIA CEREBRAL (4 VASOS)                                                                                                                                                                                                                            ;I;0;130;0;179,46;0;1;0;9999;3;06;      ;30;2
3434;0211030015;AVALIACAO CINEMATICA E DE PARAMETROS LINEARES                                                                                                                                                                                                             ;I;4;130;1,26;1,26;0;1;0;9999;2;06;      ;30;2
3435;0303040106;TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO GRAVE                                                                                                                                                                                              ;I;0;130;0;602,4;115,88;1;700;14;3;06;      ;31;1
3436;0303040122;TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA NERVOSO CENTRAL                                                                                                                                                                                                ;I;0;130;0;572,85;115,69;1;400;7;3;06;      ;31;1
3437;0303040270;TRATAMENTO DE POLIRRADICULONEURITE DESMIELINIZANTE AGUDA                                                                                                                                                                                                  ;I;0;130;0;212,05;49,15;1;100;6;2;06;      ;31;1
3438;0303050071;TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR (2ª LINHA)                                                                                                                                                                                    ;I;0;130;52,92;0;0;1;0;9999;2;06;      ;31;1
3439;0304060054;QUIMIOTERAPIA DA LEUCEMIA PRÓ-MIELOCÍTICA AGUDA  - 1ª FASE                                                                                                                                                                                                ;I;0;0;0;0;0;1;0;9999;3;06;      ;31;1
3440;0404030033;OSTEOTOMIA DE MAXILA EM PACIENTES COM ANOMALIA CRANIO E BUCOMAXILOFACIAL                                                                                                                                                                                  ;I;3;130;0;1375,21;500,19;1;550;3;2;06;      ;32;4
3441;0702030848;PLACA 1/3 TUBULAR 4,5 MM (INCLUI PARAFUSOS)                                                                                                                                                                                                               ;I;9999;9999;0;177,2;0;2;0;9999;0;06;      ;30;14
3442;0702030864;PLACA CALCO (INCLUI PARAFUSOS)                                                                                                                                                                                                                            ;I;9999;9999;0;308,75;0;1;0;9999;0;06;      ;30;14
3443;0702030880;PLACA CONDILEA 4,5 MM (INCLUI PARAFUSOS)                                                                                                                                                                                                                  ;I;9999;9999;0;534,97;0;1;0;9999;0;06;      ;30;14
3444;0204010098;RADIOGRAFIA DE LARINGE                                                                                                                                                                                                                                    ;I;0;130;5,74;0;0;9999;0;9999;2;06;      ;30;2
3445;0204020115;RADIOGRAFIA DE COLUNA TORACO-LOMBAR DINAMICA                                                                                                                                                                                                              ;I;0;130;15,58;0;0;9999;0;9999;2;06;      ;30;2
3446;0204040043;RADIOGRAFIA DE ARTICULACAO ESTERNO-CLAVICULAR                                                                                                                                                                                                             ;I;0;130;7,4;0;0;9999;0;9999;2;06;      ;30;2
3447;0204040108;RADIOGRAFIA DE MAO E PUNHO (P/ DETERMINACAO DE IDADE OSSEA)                                                                                                                                                                                               ;I;0;130;6;0;0;9999;0;9999;2;06;      ;30;2
3448;0204050189;UROGRAFIA VENOSA                                                                                                                                                                                                                                          ;I;0;130;57,4;0;0;9999;0;9999;2;06;      ;30;2
3449;0204060117;RADIOGRAFIA DE COXA                                                                                                                                                                                                                                       ;I;0;130;8,94;0;0;9999;0;9999;2;06;      ;30;2
3450;0204060133;RADIOGRAFIA DE JOELHO OU PATELA (AP + LATERAL + AXIAL)                                                                                                                                                                                                    ;I;0;130;7,16;0;0;9999;0;9999;2;06;      ;30;2
3451;0208010033;CINTILOGRAFIA DE MIOCARDIO P/ AVALIACAO DA PERFUSAO EM SITUACAO DE REPOUSO (MINIMO 3 PROJECOES)                                                                                                                                                           ;I;0;130;383,07;383,07;0;1;0;9999;3;06;      ;30;2
3452;0208010084;CINTILOGRAFIA SINCRONIZADA DE CAMARAS CARDIACAS EM SITUACAO DE REPOUSO (VENTRICULOGRAFIA)                                                                                                                                                                 ;I;0;130;176,72;176,72;0;1;0;9999;3;06;      ;30;2
3453;0208020039;CINTILOGRAFIA DE GLANDULAS SALIVARES C/ OU S/ ESTIMULO                                                                                                                                                                                                    ;I;0;130;87,89;87,89;0;1;0;9999;3;06;      ;30;2
3454;0208040080;DETERMINACAO DE FILTRACAO GLOMERULAR                                                                                                                                                                                                                      ;I;0;130;63,22;63,22;0;1;0;9999;3;06;      ;30;2
3455;0209010061;VIDEOLAPAROSCOPIA                                                                                                                                                                                                                                         ;I;0;130;95;0;95;9999;0;9999;3;06;      ;30;2
3456;0209040050;VIDEOTORACOSCOPIA                                                                                                                                                                                                                                         ;I;0;130;0;486,79;260,7;1;252;2;3;06;      ;38;
3457;0210010045;AORTOGRAFIA ABDOMINAL                                                                                                                                                                                                                                     ;I;0;130;189,73;189,73;0;1;0;9999;3;06;      ;30;2
3458;0210010088;ARTERIOGRAFIA DIGITAL (POR VIA VENOSA)                                                                                                                                                                                                                    ;I;0;130;200,01;0;0;2;0;9999;3;06;      ;30;2
3459;0210010185;FLEBOGRAFIA DE CAVA INFERIOR E/OU SUPERIOR                                                                                                                                                                                                                ;I;0;130;200,01;0;0;2;0;9999;3;06;      ;30;2
3460;0211050059;ELETROENCEFALOGRAMA QUANTITATIVO C/ MAPEAMENTO (EEG)                                                                                                                                                                                                      ;I;0;130;25;0;0;9999;0;9999;2;06;      ;30;2
3461;0211050130;POTENCIAL SOSMATO-SENSITIVO                                                                                                                                                                                                                               ;I;0;130;4,06;0;0;9999;0;9999;2;06;      ;30;2
3462;0303040017;AJUSTE MEDICAMENTOSO DE SITUAÇÕES NEUROLÓGICAS AGUDIZADAS                                                                                                                                                                                                 ;I;0;130;0;253,3;56,43;1;50;2;2;06;      ;31;1
3463;0304060046;QUIMIOTERAPIA DA DOENÇA DE HODGKIN - 3ª LINHA                                                                                                                                                                                                             ;I;19;130;5767,33;0;0;1;0;9999;3;06;      ;31;1
3464;0304060178;QUIMIOTERAPIA DE NEOPLASIA TROFOBLÁSTICA GESTACIONAL - BAIXO RISCO                                                                                                                                                                                        ;F;19;130;1743,12;0;0;1;0;9999;3;06;      ;31;1
3465;0702030112;COMPONENTE CEFALICO                                                                                                                                                                                                                                       ;I;9999;9999;0;426,15;0;1;0;9999;0;06;      ;30;14
3466;0702030872;PLACA COBRA 4,5 MM (INCLUI PARAFUSOS)                                                                                                                                                                                                                     ;I;9999;9999;0;765,81;0;1;0;9999;0;06;      ;30;14
3467;0202030253;PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA                                                                                                                                                                                                                ;I;0;130;10;0;0;9999;0;9999;2;06;      ;30;2
3468;0202030415;PESQUISA DE ANTICORPOS ANTICISTICERCO                                                                                                                                                                                                                     ;I;0;130;5,83;0;0;9999;0;9999;2;06;      ;30;2
3469;0202030563;PESQUISA DE ANTICORPOS ANTIMITOCONDRIA                                                                                                                                                                                                                    ;I;0;130;17,16;0;0;9999;0;9999;2;06;      ;30;2
3470;0202030857;PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS                                                                                                                                                                                                            ;I;0;130;11,61;0;0;9999;0;9999;2;06;      ;30;2
3471;0202040097;PESQUISA DE LEUCOCITOS NAS FEZES                                                                                                                                                                                                                          ;I;0;130;1,65;0;0;9999;0;9999;2;06;      ;30;2
3472;0202050025;CLEARANCE DE CREATININA                                                                                                                                                                                                                                   ;I;0;130;3,51;0;0;9999;0;9999;2;06;      ;30;2
3473;0202050319;PESQUISA DE TIROSINA NA URINA                                                                                                                                                                                                                             ;I;0;130;2,04;0;0;9999;0;9999;2;06;      ;30;2
3474;0202060454;TESTE DE SUPRESSAO DO HGH APOS GLICOSE                                                                                                                                                                                                                    ;I;0;130;12,01;0;0;9999;0;9999;2;06;      ;30;2
3475;0202070328;DOSAGEM DE SULFATOS                                                                                                                                                                                                                                       ;I;0;130;3,51;0;0;9999;0;9999;2;06;      ;30;2
3476;0202080170;PEQUISA DE PNEUMOCYSTI CARINI                                                                                                                                                                                                                             ;I;0;130;4,33;0;0;9999;0;9999;2;06;      ;30;2
3477;0202090027;ADENOGRAMA                                                                                                                                                                                                                                                ;I;0;130;5,79;0;0;9999;0;9999;2;06;      ;30;2
3478;0202090191;MIELOGRAMA                                                                                                                                                                                                                                                ;I;0;130;5,79;0;0;9999;0;9999;2;06;      ;30;2
3479;0202110044;DOSAGEM DE FENILALANINA (CONTROLE / DIAGNOSTICO TARDIO)                                                                                                                                                                                                   ;I;0;130;5,5;0;0;9999;0;9999;2;06;      ;30;2
3480;0203020022;EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - PECA CIRURGICA                                                                                                                                                                                                 ;F;12;130;61,77;61,77;0;1;0;9999;2;06;      ;30;2
3481;0204010020;PLANIGRAFIA DE LARINGE                                                                                                                                                                                                                                    ;I;0;130;27,32;0;0;9999;0;9999;2;06;      ;30;2
3482;0303040025;INTERNAÇÃO P/ O TRATAMENTO MEDICAMENTOSO DA OSTEOGENESIS IMPERFECTA                                                                                                                                                                                       ;I;0;21;0;542,11;22,85;1;50;3;2;06;      ;31;1
3483;0303040076;TRATAMENTO CONSERVADOR DA HEMORRAGIA CEREBRAL                                                                                                                                                                                                             ;I;0;130;0;271,32;57,94;1;552;7;2;06;      ;31;1
3484;0303040092;TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFÁLICO (GRAU MÉDIO)                                                                                                                                                                                       ;I;0;130;0;271,32;57,94;1;265;7;2;06;      ;31;1
3485;0303040220;TRATAMENTO DE ESCLEROSE GENERALIZADA PROGRESSIVA                                                                                                                                                                                                          ;I;0;130;0;135,03;39,81;1;100;6;2;06;      ;31;1
3486;0303050020;EXERCICIOS ORTOPTICOS                                                                                                                                                                                                                                     ;I;0;130;3,27;0;0;9999;0;9999;2;06;      ;31;1
3487;0702030147;COMPONENTE DE AUMENTO TIBIAL P/ REVISÃO DE PRÓTESE TOTAL DE JOELHO                                                                                                                                                                                        ;I;9999;9999;0;464,61;0;2;0;9999;0;06;      ;30;14
3488;0702030163;COMPONENTE FEMORAL CIMENTADO MODULAR PRIMARIO                                                                                                                                                                                                             ;I;9999;9999;0;1008;0;1;0;9999;0;06;      ;30;14
3489;0702030244;COMPONENTE PATELAR CIMENTADO / FIXACAO BIOLOGICA                                                                                                                                                                                                          ;I;9999;9999;0;148,57;0;1;0;9999;0;06;      ;30;14
3490;0202030423;PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA)                                                                                                                                                                                              ;I;0;130;10;0;0;9999;0;9999;2;06;      ;30;2
3491;0202030695;PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO                                                                                                                                                                                                          ;I;0;130;9,25;0;0;9999;0;9999;2;06;      ;30;2
3492;0202030814;PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA                                                                                                                                                                                                      ;I;0;130;17,16;0;0;9999;0;9999;2;06;      ;30;2
3493;0202050157;PESQUISA DE ALCAPTONA NA URINA                                                                                                                                                                                                                            ;I;0;130;2,04;0;0;9999;0;9999;2;06;      ;30;2
3494;0202060012;DETERMINAÇÃO DE ÍNDICE DE TIROXINA LIVRE                                                                                                                                                                                                                  ;I;0;130;12,54;0;0;9999;0;9999;2;06;      ;30;2
3495;0202060152;DOSAGEM DE DIHIDROTESTOTERONA (DHT)                                                                                                                                                                                                                       ;I;0;130;11,71;0;0;9999;0;9999;2;06;      ;30;2
3496;0202060160;DOSAGEM DE ESTRADIOL                                                                                                                                                                                                                                      ;I;0;130;10,15;0;0;9999;0;9999;2;06;      ;30;2
3497;0202060179;DOSAGEM DE ESTRIOL                                                                                                                                                                                                                                        ;I;0;130;11,55;0;0;9999;0;9999;2;06;      ;30;2
3498;0202060241;DOSAGEM DE HORMONIO LUTEINIZANTE (LH)                                                                                                                                                                                                                     ;I;0;130;8,97;0;0;9999;0;9999;2;06;      ;30;2
3499;0202060268;DOSAGEM DE INSULINA                                                                                                                                                                                                                                       ;I;0;130;10,17;0;0;9999;0;9999;2;06;      ;30;2
3500;0202060314;DOSAGEM DE RENINA                                                                                                                                                                                                                                         ;I;0;130;13,19;0;0;9999;0;9999;2;06;      ;30;2
3501;0202070093;DOSAGEM DE AMINOGLICOSIDEOS                                                                                                                                                                                                                               ;I;0;130;10;0;0;9999;0;9999;2;06;      ;30;2
3502;0202090310;REACAO DE PANDY                                                                                                                                                                                                                                           ;I;0;130;1,89;0;0;9999;0;9999;2;06;      ;30;2
3503;0303040114;TRATAMENTO CONSERVADOR DE TRAUMATISMO RAQUIMEDULAR                                                                                                                                                                                                        ;I;0;130;0;271,32;57,94;1;700;5;3;06;      ;31;1
