idcid;codigo;descricao;restricao_sexo
9862;W642;Exposição a outras forças mecânicas animadas e às não especificadas - escolas, outras instituições e áreas de administração pública;
9863;W643;Exposição a outras forças mecânicas animadas e às não especificadas - área para a prática de esportes e atletismo;
9864;W644;Exposição a outras forças mecânicas animadas e às não especificadas - rua e estrada;
9865;W645;Exposição a outras forças mecânicas animadas e às não especificadas - áreas de comércio e de serviços;
9866;W646;Exposição a outras forças mecânicas animadas e às não especificadas - áreas industriais e em construção;
9867;W647;Exposição a outras forças mecânicas animadas e às não especificadas - fazenda;
9868;W648;Exposição a outras forças mecânicas animadas e às não especificadas - outros locais especificados;
9869;W649;Exposição a outras forças mecânicas animadas e às não especificadas - local não especificado;
9870;W650;Afogamento e submersão durante banho em banheira - residência;
9871;W651;Afogamento e submersão durante banho em banheira - habitação coletiva;
9872;W652;Afogamento e submersão durante banho em banheira - escolas, outras instituições e áreas de administração pública;
9873;W653;Afogamento e submersão durante banho em banheira - área para a prática de esportes e atletismo;
9874;W654;Afogamento e submersão durante banho em banheira - rua e estrada;
9875;W655;Afogamento e submersão durante banho em banheira - áreas de comércio e de serviços;
9876;W656;Afogamento e submersão durante banho em banheira - áreas industriais e em construção;
9877;W657;Afogamento e submersão durante banho em banheira - fazenda;
9878;W658;Afogamento e submersão durante banho em banheira - outros locais especificados;
9879;W659;Afogamento e submersão durante banho em banheira - local não especificado;
9880;W660;Afogamento e submersão consecutiva a queda dentro de uma banheira - residência;
9881;W661;Afogamento e submersão consecutiva a queda dentro de uma banheira - habitação coletiva;
9882;W662;Afogamento e submersão consecutiva a queda dentro de uma banheira - escolas, outras instituições e áreas de administração pública;
9883;W663;Afogamento e submersão consecutiva a queda dentro de uma banheira - área para a prática de esportes e atletismo;
9884;W664;Afogamento e submersão consecutiva a queda dentro de uma banheira - rua e estrada;
9885;W665;Afogamento e submersão consecutiva a queda dentro de uma banheira - áreas de comércio e de serviços;
9886;W666;Afogamento e submersão consecutiva a queda dentro de uma banheira - áreas industriais e em construção;
9887;W667;Afogamento e submersão consecutiva a queda dentro de uma banheira - fazenda;
9888;W668;Afogamento e submersão consecutiva a queda dentro de uma banheira - outros locais especificados;
9889;W669;Afogamento e submersão consecutiva a queda dentro de uma banheira - local não especificado;
9890;W670;Afogamento e submersão em piscina - residência;
9891;W671;Afogamento e submersão em piscina - habitação coletiva;
9892;W672;Afogamento e submersão em piscina - escolas, outras instituições e áreas de administração pública;
9893;W673;Afogamento e submersão em piscina - área para a prática de esportes e atletismo;
9894;W674;Afogamento e submersão em piscina - rua e estrada;
9895;W675;Afogamento e submersão em piscina - áreas de comércio e de serviços;
9896;W676;Afogamento e submersão em piscina - áreas industriais e em construção;
9897;W677;Afogamento e submersão em piscina - fazenda;
9898;W678;Afogamento e submersão em piscina - outros locais especificados;
9899;W679;Afogamento e submersão em piscina - local não especificado;
9900;W680;Afogamento e submersão conseqüente a queda dentro de uma piscina - residência;
9901;W681;Afogamento e submersão conseqüente a queda dentro de uma piscina - habitação coletiva;
9902;W682;Afogamento e submersão conseqüente a queda dentro de uma piscina - escolas, outras instituições e áreas de administração pública;
9903;W683;Afogamento e submersão conseqüente a queda dentro de uma piscina - área para a prática de esportes e atletismo;
9904;W684;Afogamento e submersão conseqüente a queda dentro de uma piscina - rua e estrada;
9905;W685;Afogamento e submersão conseqüente a queda dentro de uma piscina - áreas de comércio e de serviços;
9906;W686;Afogamento e submersão conseqüente a queda dentro de uma piscina - áreas industriais e em construção;
9907;W687;Afogamento e submersão conseqüente a queda dentro de uma piscina - fazenda;
9908;W688;Afogamento e submersão conseqüente a queda dentro de uma piscina - outros locais especificados;
9909;W689;Afogamento e submersão conseqüente a queda dentro de uma piscina - local não especificado;
9910;W690;Afogamento e submersão em águas naturais - residência;
9911;W691;Afogamento e submersão em águas naturais - habitação coletiva;
9912;W692;Afogamento e submersão em águas naturais - escolas, outras instituições e áreas de administração pública;
9913;W693;Afogamento e submersão em águas naturais - área para a prática de esportes e atletismo;
9914;W694;Afogamento e submersão em águas naturais - rua e estrada;
9915;W695;Afogamento e submersão em águas naturais - áreas de comércio e de serviços;
9916;W696;Afogamento e submersão em águas naturais - áreas industriais e em construção;
9917;W697;Afogamento e submersão em águas naturais - fazenda;
9918;W698;Afogamento e submersão em águas naturais - outros locais especificados;
9919;W699;Afogamento e submersão em águas naturais - local não especificado;
9920;W700;Afogamento e submersão conseqüentes a queda dentro de águas naturais - residência;
9921;W701;Afogamento e submersão conseqüentes a queda dentro de águas naturais - habitação coletiva;
9922;W702;Afogamento e submersão conseqüentes a queda dentro de águas naturais - escolas, outras instituições e áreas de administração pública;
9923;W703;Afogamento e submersão conseqüentes a queda dentro de águas naturais - área para a prática de esportes e atletismo;
9924;W704;Afogamento e submersão conseqüentes a queda dentro de águas naturais - rua e estrada;
9925;W705;Afogamento e submersão conseqüentes a queda dentro de águas naturais - áreas de comércio e de serviços;
9926;W706;Afogamento e submersão conseqüentes a queda dentro de águas naturais - áreas industriais e em construção;
9927;W707;Afogamento e submersão conseqüentes a queda dentro de águas naturais - fazenda;
9928;W708;Afogamento e submersão conseqüentes a queda dentro de águas naturais - outros locais especificados;
9929;W709;Afogamento e submersão conseqüentes a queda dentro de águas naturais - local não especificado;
9930;W730;Outros afogamentos e submersão especificados - residência;
9931;W731;Outros afogamentos e submersão especificados - habitação coletiva;
9932;W732;Outros afogamentos e submersão especificados - escolas, outras instituições e áreas de administração pública;
9933;W733;Outros afogamentos e submersão especificados - área para a prática de esportes e atletismo;
9934;W734;Outros afogamentos e submersão especificados - rua e estrada;
9935;W735;Outros afogamentos e submersão especificados - áreas de comércio e de serviços;
9936;W736;Outros afogamentos e submersão especificados - áreas industriais e em construção;
9937;W737;Outros afogamentos e submersão especificados - fazenda;
9938;W738;Outros afogamentos e submersão especificados - outros locais especificados;
9939;W739;Outros afogamentos e submersão especificados - local não especificado;
9940;W740;Afogamento e submersão não especificados - residência;
9941;W741;Afogamento e submersão não especificados - habitação coletiva;
9942;W742;Afogamento e submersão não especificados - escolas, outras instituições e áreas de administração pública;
9943;W743;Afogamento e submersão não especificados - área para a prática de esportes e atletismo;
9944;W744;Afogamento e submersão não especificados - rua e estrada;
9945;W745;Afogamento e submersão não especificados - áreas de comércio e de serviços;
9946;W746;Afogamento e submersão não especificados - áreas industriais e em construção;
9947;W747;Afogamento e submersão não especificados - fazenda;
9948;W748;Afogamento e submersão não especificados - outros locais especificados;
9949;W749;Afogamento e submersão não especificados - local não especificado;
9950;W750;Sufocação e estrangulamento acidental na cama - residência;
9951;W751;Sufocação e estrangulamento acidental na cama - habitação coletiva;
9952;W752;Sufocação e estrangulamento acidental na cama - escolas, outras instituições e áreas de administração pública;
9953;W753;Sufocação e estrangulamento acidental na cama - área para a prática de esportes e atletismo;
9954;W754;Sufocação e estrangulamento acidental na cama - rua e estrada;
9955;W755;Sufocação e estrangulamento acidental na cama - áreas de comércio e de serviços;
9956;W756;Sufocação e estrangulamento acidental na cama - áreas industriais e em construção;
9957;W757;Sufocação e estrangulamento acidental na cama - fazenda;
9958;W758;Sufocação e estrangulamento acidental na cama - outros locais especificados;
9959;W759;Sufocação e estrangulamento acidental na cama - local não especificado;
9960;W760;Outro enforcamento e estrangulamento acidental - residência;
9961;W761;Outro enforcamento e estrangulamento acidental - habitação coletiva;
9962;W762;Outro enforcamento e estrangulamento acidental - escolas, outras instituições e áreas de administração pública;
9963;W763;Outro enforcamento e estrangulamento acidental - área para a prática de esportes e atletismo;
9964;W764;Outro enforcamento e estrangulamento acidental - rua e estrada;
9965;W765;Outro enforcamento e estrangulamento acidental - áreas de comércio e de serviços;
9966;W766;Outro enforcamento e estrangulamento acidental - áreas industriais e em construção;
9967;W767;Outro enforcamento e estrangulamento acidental - fazenda;
9968;W768;Outro enforcamento e estrangulamento acidental - outros locais especificados;
9969;W769;Outro enforcamento e estrangulamento acidental - local não especificado;
9970;W770;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - residência;
9971;W771;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - habitação coletiva;
9972;W772;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - escolas, outras instituições e áreas de administração pública;
9973;W773;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - área para a prática de esportes e atletismo;
9974;W774;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - rua e estrada;
9975;W775;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - áreas de comércio e de serviços;
9976;W776;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - áreas industriais e em construção;
9977;W777;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - fazenda;
9978;W778;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - outros locais especificados;
9979;W779;Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias - local não especificado;
9980;W780;Inalação do conteúdo gástrico - residência;
9981;W781;Inalação do conteúdo gástrico - habitação coletiva;
9982;W782;Inalação do conteúdo gástrico - escolas, outras instituições e áreas de administração pública;
9983;W783;Inalação do conteúdo gástrico - área para a prática de esportes e atletismo;
9984;W784;Inalação do conteúdo gástrico - rua e estrada;
9985;W785;Inalação do conteúdo gástrico - áreas de comércio e de serviços;
9986;W786;Inalação do conteúdo gástrico - áreas industriais e em construção;
9987;W787;Inalação do conteúdo gástrico - fazenda;
9988;W788;Inalação do conteúdo gástrico - outros locais especificados;
9989;W789;Inalação do conteúdo gástrico - local não especificado;
9990;W790;Inalação e ingestão de alimentos causando obstrução do trato respiratório - residência;
9991;W791;Inalação e ingestão de alimentos causando obstrução do trato respiratório - habitação coletiva;
9992;W792;Inalação e ingestão de alimentos causando obstrução do trato respiratório - escolas, outras instituições e áreas de administração pública;
9993;W793;Inalação e ingestão de alimentos causando obstrução do trato respiratório - área para a prática de esportes e atletismo;
9994;W794;Inalação e ingestão de alimentos causando obstrução do trato respiratório - rua e estrada;
9995;W795;Inalação e ingestão de alimentos causando obstrução do trato respiratório - áreas de comércio e de serviços;
9996;W796;Inalação e ingestão de alimentos causando obstrução do trato respiratório - áreas industriais e em construção;
9997;W797;Inalação e ingestão de alimentos causando obstrução do trato respiratório - fazenda;
9998;W798;Inalação e ingestão de alimentos causando obstrução do trato respiratório - outros locais especificados;
9999;W799;Inalação e ingestão de alimentos causando obstrução do trato respiratório - local não especificado;
10000;W800;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - residência;
10001;W801;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - habitação coletiva;
10002;W802;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - escolas, outras instituições e áreas de administração pública;
10003;W803;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - área para a prática de esportes e atletismo;
10004;W804;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - rua e estrada;
10005;W805;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - áreas de comércio e de serviços;
10006;W806;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - áreas industriais e em construção;
10007;W807;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - fazenda;
10008;W808;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - outros locais especificados;
10009;W809;Inalação e ingestão de outros objetos causando obstrução do trato respiratório - local não especificado;
10010;W810;Confinado ou aprisionado em um ambiente pobre em oxigênio - residência;
10011;W811;Confinado ou aprisionado em um ambiente pobre em oxigênio - habitação coletiva;
10012;W812;Confinado ou aprisionado em um ambiente pobre em oxigênio - escolas, outras instituições e áreas de administração pública;
10013;W813;Confinado ou aprisionado em um ambiente pobre em oxigênio - área para a prática de esportes e atletismo;
10014;W814;Confinado ou aprisionado em um ambiente pobre em oxigênio - rua e estrada;
10015;W815;Confinado ou aprisionado em um ambiente pobre em oxigênio - áreas de comércio e de serviços;
10016;W816;Confinado ou aprisionado em um ambiente pobre em oxigênio - áreas industriais e em construção;
10017;W817;Confinado ou aprisionado em um ambiente pobre em oxigênio - fazenda;
10018;W818;Confinado ou aprisionado em um ambiente pobre em oxigênio - outros locais especificados;
10019;W819;Confinado ou aprisionado em um ambiente pobre em oxigênio - local não especificado;
10020;W830;Outros riscos especificados à respiração - residência;
10021;W831;Outros riscos especificados à respiração - habitação coletiva;
10022;W832;Outros riscos especificados à respiração - escolas, outras instituições e áreas de administração pública;
10023;W833;Outros riscos especificados à respiração - área para a prática de esportes e atletismo;
10024;W834;Outros riscos especificados à respiração - rua e estrada;
10025;W835;Outros riscos especificados à respiração - áreas de comércio e de serviços;
10026;W836;Outros riscos especificados à respiração - áreas industriais e em construção;
10027;W837;Outros riscos especificados à respiração - fazenda;
10028;W838;Outros riscos especificados à respiração - outros locais especificados;
10029;W839;Outros riscos especificados à respiração - local não especificado;
10030;W840;Riscos não especificados à respiração - residência;
10031;W841;Riscos não especificados à respiração - habitação coletiva;
10032;W842;Riscos não especificados à respiração - escolas, outras instituições e áreas de administração pública;
10033;W843;Riscos não especificados à respiração - área para a prática de esportes e atletismo;
10034;W844;Riscos não especificados à respiração - rua e estrada;
10035;W845;Riscos não especificados à respiração - áreas de comércio e de serviços;
10036;W846;Riscos não especificados à respiração - áreas industriais e em construção;
10037;W847;Riscos não especificados à respiração - fazenda;
10038;W848;Riscos não especificados à respiração - outros locais especificados;
10039;W849;Riscos não especificados à respiração - local não especificado;
10040;W850;Exposição a linhas de transmissão de corrente elétrica - residência;
10041;W851;Exposição a linhas de transmissão de corrente elétrica - habitação coletiva;
10042;W852;Exposição a linhas de transmissão de corrente elétrica - escolas, outras instituições e áreas de administração pública;
10043;W853;Exposição a linhas de transmissão de corrente elétrica - área para a prática de esportes e atletismo;
10044;W854;Exposição a linhas de transmissão de corrente elétrica - rua e estrada;
10045;W855;Exposição a linhas de transmissão de corrente elétrica - áreas de comércio e de serviços;
10046;W856;Exposição a linhas de transmissão de corrente elétrica - áreas industriais e em construção;
10047;W857;Exposição a linhas de transmissão de corrente elétrica - fazenda;
10048;W858;Exposição a linhas de transmissão de corrente elétrica - outros locais especificados;
10049;W859;Exposição a linhas de transmissão de corrente elétrica - local não especificado;
10050;W860;Exposição a outra corrente elétrica especificada - residência;
10051;W861;Exposição a outra corrente elétrica especificada - habitação coletiva;
10052;W862;Exposição a outra corrente elétrica especificada - escolas, outras instituições e áreas de administração pública;
10053;W863;Exposição a outra corrente elétrica especificada - área para a prática de esportes e atletismo;
10054;W864;Exposição a outra corrente elétrica especificada - rua e estrada;
10055;W865;Exposição a outra corrente elétrica especificada - áreas de comércio e de serviços;
10056;W866;Exposição a outra corrente elétrica especificada - áreas industriais e em construção;
10057;W867;Exposição a outra corrente elétrica especificada - fazenda;
10058;W868;Exposição a outra corrente elétrica especificada - outros locais especificados;
10059;W869;Exposição a outra corrente elétrica especificada - local não especificado;
10060;W870;Exposição a corrente elétrica não especificada - residência;
10061;W871;Exposição a corrente elétrica não especificada - habitação coletiva;
10062;W872;Exposição a corrente elétrica não especificada - escolas, outras instituições e áreas de administração pública;
10063;W873;Exposição a corrente elétrica não especificada - área para a prática de esportes e atletismo;
10064;W874;Exposição a corrente elétrica não especificada - rua e estrada;
10065;W875;Exposição a corrente elétrica não especificada - áreas de comércio e de serviços;
10066;W876;Exposição a corrente elétrica não especificada - áreas industriais e em construção;
10067;W877;Exposição a corrente elétrica não especificada - fazenda;
10068;W878;Exposição a corrente elétrica não especificada - outros locais especificados;
10069;W879;Exposição a corrente elétrica não especificada - local não especificado;
10070;W880;Exposição a radiação ionizante - residência;
10071;W881;Exposição a radiação ionizante - habitação coletiva;
10072;W882;Exposição a radiação ionizante - escolas, outras instituições e áreas de administração pública;
10073;W883;Exposição a radiação ionizante - área para a prática de esportes e atletismo;
10074;W884;Exposição a radiação ionizante - rua e estrada;
10075;W885;Exposição a radiação ionizante - áreas de comércio e de serviços;
10076;W886;Exposição a radiação ionizante - áreas industriais e em construção;
10077;W887;Exposição a radiação ionizante - fazenda;
10078;W888;Exposição a radiação ionizante - outros locais especificados;
10079;W889;Exposição a radiação ionizante - local não especificado;
10080;W890;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - residência;
10081;W891;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - habitação coletiva;
10082;W892;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - escolas, outras instituições e áreas de administração pública;
10083;W893;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - área para a prática de esportes e atletismo;
10084;W894;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - rua e estrada;
10085;W895;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - áreas de comércio e de serviços;
10086;W896;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - áreas industriais e em construção;
10087;W897;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - fazenda;
10088;W898;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - outros locais especificados;
10089;W899;Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta - local não especificado;
10090;W900;Exposição a outros tipos de radiação não-ionizante - residência;
10091;W901;Exposição a outros tipos de radiação não-ionizante - habitação coletiva;
10092;W902;Exposição a outros tipos de radiação não-ionizante - escolas, outras instituições e áreas de administração pública;
10093;W903;Exposição a outros tipos de radiação não-ionizante - área para a prática de esportes e atletismo;
10094;W904;Exposição a outros tipos de radiação não-ionizante - rua e estrada;
10095;W905;Exposição a outros tipos de radiação não-ionizante - áreas de comércio e de serviços;
10096;W906;Exposição a outros tipos de radiação não-ionizante - áreas industriais e em construção;
10097;W907;Exposição a outros tipos de radiação não-ionizante - fazenda;
10098;W908;Exposição a outros tipos de radiação não-ionizante - outros locais especificados;
10099;W909;Exposição a outros tipos de radiação não-ionizante - local não especificado;
10100;W910;Exposição a tipo não especificado de radiação - residência;
10101;W911;Exposição a tipo não especificado de radiação - habitação coletiva;
10102;W912;Exposição a tipo não especificado de radiação - escolas, outras instituições e áreas de administração pública;
10103;W913;Exposição a tipo não especificado de radiação - área para a prática de esportes e atletismo;
10104;W914;Exposição a tipo não especificado de radiação - rua e estrada;
10105;W915;Exposição a tipo não especificado de radiação - áreas de comércio e de serviços;
10106;W916;Exposição a tipo não especificado de radiação - áreas industriais e em construção;
10107;W917;Exposição a tipo não especificado de radiação - fazenda;
10108;W918;Exposição a tipo não especificado de radiação - outros locais especificados;
10109;W919;Exposição a tipo não especificado de radiação - local não especificado;
10110;W920;Exposição a um calor excessivo de origem artificial - residência;
10111;W921;Exposição a um calor excessivo de origem artificial - habitação coletiva;
10112;W922;Exposição a um calor excessivo de origem artificial - escolas, outras instituições e áreas de administração pública;
10113;W923;Exposição a um calor excessivo de origem artificial - área para a prática de esportes e atletismo;
10114;W924;Exposição a um calor excessivo de origem artificial - rua e estrada;
10115;W925;Exposição a um calor excessivo de origem artificial - áreas de comércio e de serviços;
10116;W926;Exposição a um calor excessivo de origem artificial - áreas industriais e em construção;
10117;W927;Exposição a um calor excessivo de origem artificial - fazenda;
10118;W928;Exposição a um calor excessivo de origem artificial - outros locais especificados;
10119;W929;Exposição a um calor excessivo de origem artificial - local não especificado;
10120;W930;Exposição a um frio excessivo de origem artificial - residência;
10121;W931;Exposição a um frio excessivo de origem artificial - habitação coletiva;
10122;W932;Exposição a um frio excessivo de origem artificial - escolas, outras instituições e áreas de administração pública;
10123;W933;Exposição a um frio excessivo de origem artificial - área para a prática de esportes e atletismo;
10124;W934;Exposição a um frio excessivo de origem artificial - rua e estrada;
10125;W935;Exposição a um frio excessivo de origem artificial - áreas de comércio e de serviços;
10126;W936;Exposição a um frio excessivo de origem artificial - áreas industriais e em construção;
10127;W937;Exposição a um frio excessivo de origem artificial - fazenda;
10128;W938;Exposição a um frio excessivo de origem artificial - outros locais especificados;
10129;W939;Exposição a um frio excessivo de origem artificial - local não especificado;
10130;W940;Exposição a alta, baixa e a variações da pressão atmosférica - residência;
10131;W941;Exposição a alta, baixa e a variações da pressão atmosférica - habitação coletiva;
10132;W942;Exposição a alta, baixa e a variações da pressão atmosférica - escolas, outras instituições e áreas de administração pública;
10133;W943;Exposição a alta, baixa e a variações da pressão atmosférica - área para a prática de esportes e atletismo;
10134;W944;Exposição a alta, baixa e a variações da pressão atmosférica - rua e estrada;
10135;W945;Exposição a alta, baixa e a variações da pressão atmosférica - áreas de comércio e de serviços;
10136;W946;Exposição a alta, baixa e a variações da pressão atmosférica - áreas industriais e em construção;
10137;W947;Exposição a alta, baixa e a variações da pressão atmosférica - fazenda;
10138;W948;Exposição a alta, baixa e a variações da pressão atmosférica - outros locais especificados;
10139;W949;Exposição a alta, baixa e a variações da pressão atmosférica - local não especificado;
10140;W990;Exposição a outros fatores ambientais artificiais e aos não especificados - residência;
10141;W991;Exposição a outros fatores ambientais artificiais e aos não especificados - habitação coletiva;
10142;W992;Exposição a outros fatores ambientais artificiais e aos não especificados - escolas, outras instituições e áreas de administração pública;
10143;W993;Exposição a outros fatores ambientais artificiais e aos não especificados - área para a prática de esportes e atletismo;
10144;W994;Exposição a outros fatores ambientais artificiais e aos não especificados - rua e estrada;
10145;W995;Exposição a outros fatores ambientais artificiais e aos não especificados - áreas de comércio e de serviços;
10146;W996;Exposição a outros fatores ambientais artificiais e aos não especificados - áreas industriais e em construção;
10147;W997;Exposição a outros fatores ambientais artificiais e aos não especificados - fazenda;
10148;W998;Exposição a outros fatores ambientais artificiais e aos não especificados - outros locais especificados;
10149;W999;Exposição a outros fatores ambientais artificiais e aos não especificados - local não especificado;
10150;X000;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - residência;
10151;X001;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - habitação coletiva;
10152;X002;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - escolas, outras instituições e áreas de administração pública;
10153;X003;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - área para a prática de esportes e atletismo;
10154;X004;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - rua e estrada;
10155;X005;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - áreas de comércio e de serviços;
10156;X006;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - áreas industriais e em construção;
10157;X007;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - fazenda;
10158;X008;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - outros locais especificados;
10159;X009;Exposição a fogo não-controlado em um edifício ou outro tipo de construção - local não especificado;
10160;X010;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção - residência;
10161;X011;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção - habitação coletiva;
10162;X012;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção - escolas, outras instituições e áreas de administração pública;
10163;X013;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção - área para a prática de esportes e atletismo;
10164;X014;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção - rua e estrada;
10165;X015;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção - áreas de comércio e de serviços;
10166;X016;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção - áreas industriais e em construção;
10167;X017;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção - fazenda;
10168;X018;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção - outros locais especificados;
10169;X019;Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção - local não especificado;
10170;X020;Exposição a fogo controlado em um edifício ou outro tipo de construção - residência;
10171;X021;Exposição a fogo controlado em um edifício ou outro tipo de construção - habitação coletiva;
10172;X022;Exposição a fogo controlado em um edifício ou outro tipo de construção - escolas, outras instituições e áreas de administração pública;
10173;X023;Exposição a fogo controlado em um edifício ou outro tipo de construção - área para a prática de esportes e atletismo;
10174;X024;Exposição a fogo controlado em um edifício ou outro tipo de construção - rua e estrada;
10175;X025;Exposição a fogo controlado em um edifício ou outro tipo de construção - áreas de comércio e de serviços;
10176;X026;Exposição a fogo controlado em um edifício ou outro tipo de construção - áreas industriais e em construção;
10177;X027;Exposição a fogo controlado em um edifício ou outro tipo de construção - fazenda;
10178;X028;Exposição a fogo controlado em um edifício ou outro tipo de construção - outros locais especificados;
10179;X029;Exposição a fogo controlado em um edifício ou outro tipo de construção - local não especificado;
10180;X030;Exposição a fogo controlado fora de um edifício ou de outro tipo de construção - residência;
10181;X031;Exposição a fogo controlado fora de um edifício ou de outro tipo de construção - habitação coletiva;
10182;X032;Exposição a fogo controlado fora de um edifício ou de outro tipo de construção - escolas, outras instituições e áreas de administração pública;
10183;X033;Exposição a fogo controlado fora de um edifício ou de outro tipo de construção - área para a prática de esportes e atletismo;
10184;X034;Exposição a fogo controlado fora de um edifício ou de outro tipo de construção - rua e estrada;
10185;X035;Exposição a fogo controlado fora de um edifício ou de outro tipo de construção - áreas de comércio e de serviços;
10186;X036;Exposição a fogo controlado fora de um edifício ou de outro tipo de construção - áreas industriais e em construção;
10187;X037;Exposição a fogo controlado fora de um edifício ou de outro tipo de construção - fazenda;
10188;X038;Exposição a fogo controlado fora de um edifício ou de outro tipo de construção - outros locais especificados;
10189;X039;Exposição a fogo controlado fora de um edifício ou de outro tipo de construção - local não especificado;
10190;X040;Exposição a combustão de substância muito inflamável - residência;
10191;X041;Exposição a combustão de substância muito inflamável - habitação coletiva;
10192;X042;Exposição a combustão de substância muito inflamável - escolas, outras instituições e áreas de administração pública;
10193;X043;Exposição a combustão de substância muito inflamável - área para a prática de esportes e atletismo;
10194;X044;Exposição a combustão de substância muito inflamável - rua e estrada;
10195;X045;Exposição a combustão de substância muito inflamável - áreas de comércio e de serviços;
10196;X046;Exposição a combustão de substância muito inflamável - áreas industriais e em construção;
10197;X047;Exposição a combustão de substância muito inflamável - fazenda;
10198;X048;Exposição a combustão de substância muito inflamável - outros locais especificados;
10199;X049;Exposição a combustão de substância muito inflamável - local não especificado;
10200;X050;Exposição a combustão de roupa de dormir - residência;
10201;X051;Exposição a combustão de roupa de dormir - habitação coletiva;
10202;X052;Exposição a combustão de roupa de dormir - escolas, outras instituições e áreas de administração pública;
10203;X053;Exposição a combustão de roupa de dormir - área para a prática de esportes e atletismo;
10204;X054;Exposição a combustão de roupa de dormir - rua e estrada;
10205;X055;Exposição a combustão de roupa de dormir - áreas de comércio e de serviços;
10206;X056;Exposição a combustão de roupa de dormir - áreas industriais e em construção;
10207;X057;Exposição a combustão de roupa de dormir - fazenda;
10208;X058;Exposição a combustão de roupa de dormir - outros locais especificados;
10209;X059;Exposição a combustão de roupa de dormir - local não especificado;
10210;X060;Exposição a combustão de outro tipo de roupa ou de acessórios - residência;
10211;X061;Exposição a combustão de outro tipo de roupa ou de acessórios - habitação coletiva;
10212;X062;Exposição a combustão de outro tipo de roupa ou de acessórios - escolas, outras instituições e áreas de administração pública;
10213;X063;Exposição a combustão de outro tipo de roupa ou de acessórios - área para a prática de esportes e atletismo;
10214;X064;Exposição a combustão de outro tipo de roupa ou de acessórios - rua e estrada;
10215;X065;Exposição a combustão de outro tipo de roupa ou de acessórios - áreas de comércio e de serviços;
10216;X066;Exposição a combustão de outro tipo de roupa ou de acessórios - áreas industriais e em construção;
10217;X067;Exposição a combustão de outro tipo de roupa ou de acessórios - fazenda;
10218;X068;Exposição a combustão de outro tipo de roupa ou de acessórios - outros locais especificados;
10219;X069;Exposição a combustão de outro tipo de roupa ou de acessórios - local não especificado;
10220;X080;Exposição a outro tipo especificado de fumaça, fogo ou chamas - residência;
10221;X081;Exposição a outro tipo especificado de fumaça, fogo ou chamas - habitação coletiva;
10222;X082;Exposição a outro tipo especificado de fumaça, fogo ou chamas - escolas, outras instituições e áreas de administração pública;
10223;X083;Exposição a outro tipo especificado de fumaça, fogo ou chamas - área para a prática de esportes e atletismo;
10224;X084;Exposição a outro tipo especificado de fumaça, fogo ou chamas - rua e estrada;
